rank,GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,VAL_origin,VAL_dest,distance_miles,distance_used,dist_floored,gravity,gravity_norm
1,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",1106517,796192,16.96,16.96,False,3062839252.9592376,1.0
2,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",796192,1106517,16.96,16.96,False,3062839252.9592376,1.0
3,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",2941650,2123462,60.14,60.14,False,1727064847.884589,0.563877075016284
4,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",2123462,2941650,60.14,60.14,False,1727064847.884589,0.563877075016284
5,E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",E330000US1899999999,"Remainder of Indiana, Indiana",190029,1478665,13.84,13.84,False,1466957378.7390573,0.4789534308568337
6,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",1478665,190029,13.84,13.84,False,1466957378.7390573,0.4789534308568337
7,E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",596094,866810,24.86,24.86,False,836058015.2150515,0.2729682923894758
8,E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",866810,596094,24.86,24.86,False,836058015.2150515,0.2729682923894758
9,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",563855,538785,20.39,20.39,False,730715770.7080734,0.23857463458004527
10,E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",538785,563855,20.39,20.39,False,730715770.7080734,0.23857463458004527
11,E330000US2999999999,"Remainder of Missouri, Missouri",E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",805837,453419,24.55,24.55,False,606239076.0001825,0.19793368504390213
12,E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",E330000US2999999999,"Remainder of Missouri, Missouri",453419,805837,24.55,24.55,False,606239076.0001825,0.19793368504390213
13,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US1799999999,"Remainder of Illinois, Illinois",4290270,1649079,110.05,110.05,False,584179068.688162,0.19073121516760375
14,E330000US1799999999,"Remainder of Illinois, Illinois",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",1649079,4290270,110.05,110.05,False,584179068.688162,0.19073121516760375
15,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",1478665,626665,40.56,40.56,False,563260556.7329818,0.18390143718597654
16,E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",E330000US1899999999,"Remainder of Indiana, Indiana",626665,1478665,40.56,40.56,False,563260556.7329818,0.18390143718597654
17,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",2941650,1106517,81.31,81.31,False,492335517.43956095,0.1607448057415351
18,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",1106517,2941650,81.31,81.31,False,492335517.43956095,0.1607448057415351
19,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US5599999999,"Remainder of Wisconsin, Wisconsin",4290270,1907979,141.62,141.62,False,408139882.2168144,0.13325539842492
20,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",1907979,4290270,141.62,141.62,False,408139882.2168144,0.13325539842492
21,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US5399999999,"Remainder of Washington, Washington",2123684,536283,53.61,53.61,False,396271018.18800145,0.12938028023369322
22,E330000US5399999999,"Remainder of Washington, Washington",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",536283,2123684,53.61,53.61,False,396271018.18800145,0.12938028023369322
23,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",2123684,169158,30.12,30.12,False,395979316.54524,0.1292850412673076
24,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",169158,2123684,30.12,30.12,False,395979316.54524,0.1292850412673076
25,E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",818487,4290270,101.12,101.12,False,343417394.24008846,0.11212386553927854
26,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",4290270,818487,101.12,101.12,False,343417394.24008846,0.11212386553927854
27,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",2254797,979372,81.04,81.04,False,336245334.5105679,0.10978222786789224
28,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",979372,2254797,81.04,81.04,False,336245334.5105679,0.10978222786789224
29,E330000US0199999999,"Remainder of Alabama, Alabama",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",1200745,2810434,100.21,100.21,False,336048571.3590922,0.10971798579166694
30,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US0199999999,"Remainder of Alabama, Alabama",2810434,1200745,100.21,100.21,False,336048571.3590922,0.10971798579166694
31,E330000US2299912940,"Baton Rouge, LA CFS Area; Louisiana",E330000US2240600000,"New Orleans-Metairie-Hammond, LA-MS CFS Area (part); Louisiana",619526,841834,40.73,40.73,False,314381642.97302204,0.10264385400171283
32,E330000US2240600000,"New Orleans-Metairie-Hammond, LA-MS CFS Area (part); Louisiana",E330000US2299912940,"Baton Rouge, LA CFS Area; Louisiana",841834,619526,40.73,40.73,False,314381642.97302204,0.10264385400171283
33,E330000US4899999999,"Remainder of Texas, Texas",E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",2166305,1051265,86.08,86.08,False,307345805.9116412,0.10034669227495646
34,E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",E330000US4899999999,"Remainder of Texas, Texas",1051265,2166305,86.08,86.08,False,307345805.9116412,0.10034669227495646
35,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",1429094,385784,43.07,43.07,False,297204420.1110184,0.09703558613161876
36,E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",385784,1429094,43.07,43.07,False,297204420.1110184,0.09703558613161876
37,E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",2676802,747056,85.7,85.7,False,272274997.2989275,0.08889626802995378
38,E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",747056,2676802,85.7,85.7,False,272274997.2989275,0.08889626802995378
39,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",2941650,796192,93.32,93.32,False,268942444.5363483,0.08780820806042816
40,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",796192,2941650,93.32,93.32,False,268942444.5363483,0.08780820806042816
41,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",2254797,1230480,102.21,102.21,False,265579917.03574085,0.08671036150540216
42,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",1230480,2254797,102.21,102.21,False,265579917.03574085,0.08671036150540216
43,E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",272201,2941650,54.93,54.93,False,265375922.61557657,0.08664375846010917
44,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",2941650,272201,54.93,54.93,False,265375922.61557657,0.08664375846010917
45,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",1478665,1429094,90.92,90.92,False,255629949.9516503,0.08346175250996123
46,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US1899999999,"Remainder of Indiana, Indiana",1429094,1478665,90.92,90.92,False,255629949.9516503,0.08346175250996123
47,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",1429094,626665,59.39,59.39,False,253904024.56120583,0.08289824745497237
48,E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",626665,1429094,59.39,59.39,False,253904024.56120583,0.08289824745497237
49,E330000US1399999999,"Remainder of Georgia, Georgia",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",877230,741623,50.83,50.83,False,251800417.72444046,0.08221143150522778
50,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US1399999999,"Remainder of Georgia, Georgia",741623,877230,50.83,50.83,False,251800417.72444046,0.08221143150522778
51,E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",1121691,2123684,98.47,98.47,False,245671769.81617883,0.08021046199885591
52,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",2123684,1121691,98.47,98.47,False,245671769.81617883,0.08021046199885591
53,E330000US1399999999,"Remainder of Georgia, Georgia",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",877230,2810434,100.31,100.31,False,245018234.10531726,0.07999708621869464
54,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US1399999999,"Remainder of Georgia, Georgia",2810434,877230,100.31,100.31,False,245018234.10531726,0.07999708621869464
55,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US0699941740,"San Diego-Chula Vista-Carlsbad, CA CFS Area; California",7963786,786822,163.91,163.91,False,233230409.74946034,0.07614842703063114
56,E330000US0699941740,"San Diego-Chula Vista-Carlsbad, CA CFS Area; California",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",786822,7963786,163.91,163.91,False,233230409.74946034,0.07614842703063114
57,E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",670563,4234584,113.46,113.46,False,220579313.2433658,0.07201791427972924
58,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",4234584,670563,113.46,113.46,False,220579313.2433658,0.07201791427972924
59,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",2208645,1230480,111.59,111.59,False,218247823.03961295,0.07125669567622206
60,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",1230480,2208645,111.59,111.59,False,218247823.03961295,0.07125669567622206
61,E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",E330000US5599999999,"Remainder of Wisconsin, Wisconsin",818487,1907979,88.12,88.12,False,201111265.73327562,0.06566170488421534
62,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",1907979,818487,88.12,88.12,False,201111265.73327562,0.06566170488421534
63,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",4234584,3757121,281.52,281.52,False,200746243.19308388,0.06554252705200908
64,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",3757121,4234584,281.52,281.52,False,200746243.19308388,0.06554252705200908
65,E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",281776,1106517,40.4,40.4,False,191029025.45828843,0.06236990942653077
66,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",1106517,281776,40.4,40.4,False,191029025.45828843,0.06236990942653077
67,E330000US3699999999,"Remainder of New York, New York",E330000US3646400000,"Rochester-Batavia-Seneca Falls, NY CFS Area; New York",892946,356513,40.95,40.95,False,189842198.51661023,0.06198241702116068
68,E330000US3646400000,"Rochester-Batavia-Seneca Falls, NY CFS Area; New York",E330000US3699999999,"Remainder of New York, New York",356513,892946,40.95,40.95,False,189842198.51661023,0.06198241702116068
69,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US4731500000,"Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee",1304216,346041,49.16,49.16,False,186746870.9701339,0.06097180976725355
70,E330000US4731500000,"Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee",E330000US2199999999,"Remainder of Kentucky, Kentucky",346041,1304216,49.16,49.16,False,186746870.9701339,0.06097180976725355
71,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US1899999999,"Remainder of Indiana, Indiana",1102121,1478665,95.35,95.35,False,179249385.7356044,0.058523922475744554
72,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",1478665,1102121,95.35,95.35,False,179249385.7356044,0.058523922475744554
73,E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",538785,2941650,94.23,94.23,False,178495845.68271196,0.05827789583328806
74,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",2941650,538785,94.23,94.23,False,178495845.68271196,0.05827789583328806
75,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",2123462,538785,81.68,81.68,False,171485945.2582328,0.05598920227444
76,E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",538785,2123462,81.68,81.68,False,171485945.2582328,0.05598920227444
77,E330000US3699999999,"Remainder of New York, New York",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",892946,2254797,109.1,109.1,False,169154339.35028788,0.055227945894156666
78,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US3699999999,"Remainder of New York, New York",2254797,892946,109.1,109.1,False,169154339.35028788,0.055227945894156666
79,E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",2676802,7963786,356.74,356.74,False,167506711.82120508,0.05469000465607229
80,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",7963786,2676802,356.74,356.74,False,167506711.82120508,0.05469000465607229
81,E330000US4599999999,"Remainder of South Carolina, South Carolina",E330000US3717200000,"Charlotte-Concord, NC-SC CFS Area (part); North Carolina",696579,729927,55.34,55.34,False,166024238.28730863,0.05420598528022735
82,E330000US3717200000,"Charlotte-Concord, NC-SC CFS Area (part); North Carolina",E330000US4599999999,"Remainder of South Carolina, South Carolina",729927,696579,55.34,55.34,False,166024238.28730863,0.05420598528022735
83,E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",1230480,979372,87.46,87.46,False,157544518.2846385,0.05143740379179799
84,E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",E330000US3918400000,"Cleveland-Akron-Canton, OH CFS Area; Ohio",979372,1230480,87.46,87.46,False,157544518.2846385,0.05143740379179799
85,E330000US0114200000,"Birmingham-Hoover-Talladega, AL CFS Area; Alabama",E330000US0199999999,"Remainder of Alabama, Alabama",517674,1200745,63.41,63.41,False,154593643.81431776,0.05047395966503009
86,E330000US0199999999,"Remainder of Alabama, Alabama",E330000US0114200000,"Birmingham-Hoover-Talladega, AL CFS Area; Alabama",1200745,517674,63.41,63.41,False,154593643.81431776,0.05047395966503009
87,E330000US3999999999,"Remainder of Ohio, Ohio",E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",423439,278516,27.89,27.89,False,151615630.43154347,0.049501654834063075
88,E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",E330000US3999999999,"Remainder of Ohio, Ohio",278516,423439,27.89,27.89,False,151615630.43154347,0.049501654834063075
89,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",1998837,2123462,168.53,168.53,False,149440197.1948043,0.04879138796361764
90,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",2123462,1998837,168.53,168.53,False,149440197.1948043,0.04879138796361764
91,E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",289171,7963786,124.51,124.51,False,148547672.6405289,0.04849998365331524
92,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",7963786,289171,124.51,124.51,False,148547672.6405289,0.04849998365331524
93,E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",914684,560967,59.29,59.29,False,145963912.31927845,0.04765640025743662
94,E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",560967,914684,59.29,59.29,False,145963912.31927845,0.04765640025743662
95,E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",281776,796192,39.54,39.54,False,143498869.39050472,0.046851577430900175
96,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",796192,281776,39.54,39.54,False,143498869.39050472,0.046851577430900175
97,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",1998837,2941650,206.76,206.76,False,137541998.91813973,0.044906692303376135
98,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",2941650,1998837,206.76,206.76,False,137541998.91813973,0.044906692303376135
99,E330000US2799999999,"Remainder of Minnesota, Minnesota",E330000US5599999999,"Remainder of Wisconsin, Wisconsin",854337,1907979,109.08,109.08,False,136997470.1002141,0.04472890666838459
100,E330000US5599999999,"Remainder of Wisconsin, Wisconsin",E330000US2799999999,"Remainder of Minnesota, Minnesota",1907979,854337,109.08,109.08,False,136997470.1002141,0.04472890666838459
101,E330000US3799999999,"Remainder of North Carolina, North Carolina",E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",1250149,596094,74.13,74.13,False,135609004.5591863,0.04427558038013437
102,E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",E330000US3799999999,"Remainder of North Carolina, North Carolina",596094,1250149,74.13,74.13,False,135609004.5591863,0.04427558038013437
103,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4899999999,"Remainder of Texas, Texas",4234584,2166305,261.5,261.5,False,134148854.30239573,0.04379884943029136
104,E330000US4899999999,"Remainder of Texas, Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",2166305,4234584,261.5,261.5,False,134148854.30239573,0.04379884943029136
105,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",595891,2208645,99.79,99.79,False,132165680.77811584,0.04315135428824237
106,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",2208645,595891,99.79,99.79,False,132165680.77811584,0.04315135428824237
107,E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",420541,2123462,82.75,82.75,False,130411782.72443661,0.04257871631405459
108,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",2123462,420541,82.75,82.75,False,130411782.72443661,0.04257871631405459
109,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",2123462,563855,96.68,96.68,False,128096907.73930314,0.04182292248715339
110,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",563855,2123462,96.68,96.68,False,128096907.73930314,0.04182292248715339
111,E330000US2232400000,"Lake Charles-Jennings, LA CFS Area; Louisiana",E330000US4899913140,"Beaumont-Port Arthur, TX CFS Area; Texas",322904,425896,32.87,32.87,False,127285102.89124706,0.04155787271265169
112,E330000US4899913140,"Beaumont-Port Arthur, TX CFS Area; Texas",E330000US2232400000,"Lake Charles-Jennings, LA CFS Area; Louisiana",425896,322904,32.87,32.87,False,127285102.89124706,0.04155787271265169
113,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",563855,2941650,114.45,114.45,False,126627152.42481135,0.04134305553931297
114,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",2941650,563855,114.45,114.45,False,126627152.42481135,0.04134305553931297
115,E330000US4899913140,"Beaumont-Port Arthur, TX CFS Area; Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",425896,4234584,119.8,119.8,False,125661047.99484952,0.041027627808227544
116,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4899913140,"Beaumont-Port Arthur, TX CFS Area; Texas",4234584,425896,119.8,119.8,False,125661047.99484952,0.041027627808227544
117,E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",413090,2254797,88.98,88.98,False,117643334.92551456,0.03840988901775932
118,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",2254797,413090,88.98,88.98,False,117643334.92551456,0.03840988901775932
119,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",2123462,1106517,141.34,141.34,False,117617626.23875232,0.0384014952743056
120,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",1106517,2123462,141.34,141.34,False,117617626.23875232,0.0384014952743056
121,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US4599999999,"Remainder of South Carolina, South Carolina",741623,696579,66.29,66.29,False,117559445.68111685,0.03838249964534553
122,E330000US4599999999,"Remainder of South Carolina, South Carolina",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",696579,741623,66.29,66.29,False,117559445.68111685,0.03838249964534553
123,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",2941650,2254797,237.88,237.88,False,117214836.85187007,0.03826998677639448
124,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",2254797,2941650,237.88,237.88,False,117214836.85187007,0.03826998677639448
125,E330000US0699999999,"Remainder of California, California",E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",957503,2676802,148.05,148.05,False,116933666.67298543,0.03817818627447776
