GEO_ID,NAME,INTPTLAT,INTPTLON
E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",33.8569,-80.945
E330000US3610400000,"Albany-Schenectady, NY CFS Area; New York",40.7128,-74.006
E330000US3999999999,"Remainder of Ohio, Ohio",40.4173,-82.9071
E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",30.3322,-81.6557
E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",40.7128,-74.006
E330000US0899999999,"Remainder of Colorado, Colorado",39.0002,-105.5478
E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",37.5347,-85.3021
E330000US3099999999,"Remainder of Montana, Montana",46.8797,-110.3626
E330000US4053800000,"Tulsa-Muskogee-Bartlesville, OK CFS Area; Oklahoma",35.5376,-96.9247
E330000US4199999999,"Remainder of Oregon, Oregon",44.572,-122.0709
E330000US3616000000,"Buffalo-Cheektowaga-Olean, NY CFS Area; New York",40.7128,-74.006
E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",39.0997,-94.5786
E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Illinois",38.627,-90.1994
E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",39.0997,-94.5786
E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",41.7658,-72.6734
E330000US3646400000,"Rochester-Batavia-Seneca Falls, NY CFS Area; New York",40.7128,-74.006
E330000US2399999999,"Remainder of Maine, Maine",45.2538,-69.4455
E330000US4731500000,"Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee",35.7478,-86.6923
E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",40.4173,-82.9071
E330000US3142000000,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (part); Nebraska",41.2565,-95.9345
E330000US5199940060,"Richmond, VA CFS Area; Virginia",37.5407,-77.436
E330000US3921200000,"Dayton-Springfield-Kettering, OH CFS Area; Ohio",40.4173,-82.9071
E330000US4999999999,"Remainder of Utah, Utah",39.321,-111.0937
E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",37.7693,-78.17
E330000US4041600000,"Oklahoma City-Shawnee, OK CFS Area; Oklahoma",35.5376,-96.9247
E330000US2055600000,"Wichita-Winfield, KS CFS Area; Kansas",38.5266,-96.7265
E330000US3599999999,"Remainder of New Mexico, New Mexico",34.4071,-106.1126
E330000US2499999999,"Remainder of Maryland, Maryland",39.0724,-76.7902
E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",42.3601,-71.0589
E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",37.5347,-85.3021
E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",39.0724,-76.7902
E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",37.1841,-119.4696
E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",36.8529,-75.978
E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",39.9526,-75.1652
E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",42.3601,-71.0589
E330000US3233200000,"Las Vegas-Henderson, NV CFS Area; Nevada",39.321,-116.6312
E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",32.7765,-79.9311
E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",40.5908,-77.2098
E330000US3299999999,"Remainder of Nevada, Nevada",39.321,-116.6312
E330000US2599999999,"Remainder of Massachusetts, Massachusetts",42.2596,-71.8079
E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",32.799,-86.8073
E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",32.6415,-83.4426
E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",32.2226,-110.9747
E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",31.7619,-106.485
E330000US5099999999,"Remainder of Vermont, Vermont",44.0459,-72.7107
E330000US0499999999,"Remainder of Arizona, Arizona",34.2744,-111.5838
E330000US1921800000,"Des Moines-Ames-West Des Moines, IA CFS Area; Iowa",42.0046,-93.214
E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",45.5231,-122.6765
E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",21.3069,-157.8583
E330000US0299999999,"Remainder of Alaska, Alaska",64.2008,-153.4937
E330000US4899929700,"Laredo, TX CFS Area; Texas",31.0545,-97.5635
E330000US0999999999,"Remainder of Connecticut, Connecticut",41.6032,-73.0877
E330000US1599999999,"Remainder of Hawaii, Hawaii",20.7967,-156.3319
E330000US3399999999,"Remainder of New Hampshire, New Hampshire",43.6805,-71.5811
E330000US1099999999,"Remainder of Delaware, Delaware",38.9896,-75.505
E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",34.0007,-81.0348
