GEO_ID,NAME,INTPTLAT,INTPTLON
E330000US1921800000,"Des Moines-Ames-West Des Moines, IA CFS Area; Iowa",41.3306216,-94.0151842
E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",42.2846636,-83.2619533
E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",31.4508678,-105.3775489
E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",41.643467,-85.0024051
E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",36.072478,-119.8155301
E330000US2626600000,"Grand Rapids-Kentwood-Muskegon, MI CFS Area; Michigan",43.054969,-86.2193493
E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",36.0439535,-79.4005733
E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",34.1557959,-82.1278759
E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",41.4330028,-72.5227802
E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",29.5266017,-95.7710149
E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",40.0535128,-86.021709
E330000US1230000000,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (part); Florida",29.8904875,-81.4000404
E330000US2031200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Kansas",39.7885021,-95.1472253
E330000US2931200000,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (part); Missouri",38.741528,-93.8118634
E330000US4731500000,"Knoxville-Morristown-Sevierville, TN CFS Area; Tennessee",36.138697,-84.6392616
E330000US2232400000,"Lake Charles-Jennings, LA CFS Area; Louisiana",30.2295588,-93.3580154
E330000US4899929700,"Laredo, TX CFS Area; Texas",27.7607987,-99.3407518
E330000US3233200000,"Las Vegas-Henderson, NV CFS Area; Nevada",36.2141295,-115.0143977
E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",34.3587477,-119.1331453
E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",37.9699453,-85.7026354
E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",35.1845529,-89.8946125
E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",26.1935353,-80.4766834
E330000US5537600000,"Milwaukee-Racine-Waukesha, WI CFS Area; Wisconsin",42.6681095,-88.5417306
E330000US2737800000,"Minneapolis-St. Paul, MN-WI CFS Area (part); Minnesota",45.9290434,-93.6329964
E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",30.6845725,-88.1965682
E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",35.8433688,-86.4172127
E330000US2240600000,"New Orleans-Metairie-Hammond, LA-MS CFS Area (part); Louisiana",30.6213483,-90.4064899
E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",41.3497173,-72.9002037
E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",41.1374609,-74.6919141
E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",41.9472124,-74.2654582
E330000US4041600000,"Oklahoma City-Shawnee, OK CFS Area; Oklahoma",35.5433544,-97.9798891
E330000US3142000000,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (part); Nebraska",40.9098778,-96.1406086
E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",29.057769,-81.161792
E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",39.5759152,-75.6441324
E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",39.8024071,-74.9612493
E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",40.0093755,-75.1333459
E330000US0442900000,"Phoenix-Mesa, AZ CFS Area; Arizona",32.9185207,-111.3663394
E330000US4243000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (part); Pennsylvania",40.6841401,-80.3507209
E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",45.1604934,-122.1951274
E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",46.1967854,-122.6784596
E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",35.7049939,-79.2514542
E330000US0199999999,"Remainder of Alabama, Alabama",33.2703999,-85.8635254
E330000US0299999999,"Remainder of Alaska, Alaska",55.4499378,-131.1066847
E330000US0499999999,"Remainder of Arizona, Arizona",32.7739424,-113.910905
E330000US0599999999,"Remainder of Arkansas, Arkansas",35.8570011,-92.1404819
E330000US0699999999,"Remainder of California, California",39.5769252,-120.5219926
E330000US0899999999,"Remainder of Colorado, Colorado",38.0316514,-106.2346662
E330000US0999999999,"Remainder of Connecticut, Connecticut",41.4726517,-72.1086339
E330000US1099999999,"Remainder of Delaware, Delaware",38.6732275,-75.3370237
E330000US1299999999,"Remainder of Florida, Florida",30.0913354,-84.3591114
E330000US1399999999,"Remainder of Georgia, Georgia",33.4806126,-82.4795333
E330000US1599999999,"Remainder of Hawaii, Hawaii",21.2187644,-156.9740097
E330000US1699999999,"Remainder of Idaho, Idaho",43.7969649,-112.3185879
E330000US1799999999,"Remainder of Illinois, Illinois",40.401318,-91.1688008
E330000US1899999999,"Remainder of Indiana, Indiana",38.940527,-84.9642994
E330000US1999999999,"Remainder of Iowa, Iowa",40.7363787,-93.7845799
E330000US2099999999,"Remainder of Kansas, Kansas",37.8793472,-96.2417321
E330000US2199999999,"Remainder of Kentucky, Kentucky",36.7272577,-85.1360977
E330000US2299999999,"Remainder of Louisiana, Louisiana",32.8293486,-92.3756501
E330000US2399999999,"Remainder of Maine, Maine",44.1676811,-70.2074347
E330000US2499999999,"Remainder of Maryland, Maryland",38.2221332,-75.3099315
E330000US2599999999,"Remainder of Massachusetts, Massachusetts",42.3394593,-72.6636936
E330000US2699999999,"Remainder of Michigan, Michigan",45.5355685,-87.5014573
E330000US2799999999,"Remainder of Minnesota, Minnesota",43.6791869,-92.0939369
E330000US2899999999,"Remainder of Mississippi, Mississippi",32.0167482,-89.1191761
E330000US2999999999,"Remainder of Missouri, Missouri",38.3864909,-93.7926278
E330000US3099999999,"Remainder of Montana, Montana",46.5052807,-108.4397631
E330000US3199999999,"Remainder of Nebraska, Nebraska",41.9158651,-96.7885168
E330000US3299999999,"Remainder of Nevada, Nevada",39.5377097,-118.2641661
E330000US3399999999,"Remainder of New Hampshire, New Hampshire",43.9264391,-71.8424242
E330000US3599999999,"Remainder of New Mexico, New Mexico",34.3592729,-104.3686961
E330000US3699999999,"Remainder of New York, New York",42.2667252,-77.3855253
E330000US3799999999,"Remainder of North Carolina, North Carolina",34.6392096,-79.1008811
E330000US3899999999,"Remainder of North Dakota, North Dakota",48.3769789,-97.7222304
E330000US3999999999,"Remainder of Ohio, Ohio",40.7716274,-84.1061032
E330000US4099999999,"Remainder of Oklahoma, Oklahoma",35.8980428,-94.6510258
E330000US4199999999,"Remainder of Oregon, Oregon",45.593753,-117.1855796
E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",41.513304,-79.249705
E330000US4599999999,"Remainder of South Carolina, South Carolina",34.6893424,-81.1612488
E330000US4699999999,"Remainder of South Dakota, South Dakota",43.6674723,-96.7957261
E330000US4799999999,"Remainder of Tennessee, Tennessee",35.163472,-85.2018432
E330000US4899999999,"Remainder of Texas, Texas",30.8852677,-99.8588613
E330000US4999999999,"Remainder of Utah, Utah",41.6275976,-111.2402269
E330000US5099999999,"Remainder of Vermont, Vermont",44.8589643,-72.9094023
E330000US5199999999,"Remainder of Virginia, Virginia",37.2853329,-80.0552407
E330000US5399999999,"Remainder of Washington, Washington",46.2946377,-123.4244583
E330000US5499999999,"Remainder of West Virginia, West Virginia",38.332606,-80.0101207
E330000US5599999999,"Remainder of Wisconsin, Wisconsin",43.428001,-89.9433184
E330000US5699999999,"Remainder of Wyoming, Wyoming",42.2299932,-110.6829614
E330000US5199940060,"Richmond, VA CFS Area; Virginia",37.7602149,-77.4913168
E330000US3646400000,"Rochester-Batavia-Seneca Falls, NY CFS Area; New York",42.8563575,-77.3034967
E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",38.4501363,-121.3443291
E330000US4948200000,"Salt Lake City-Provo-Orem, UT CFS Area; Utah",41.0375594,-112.2019434
E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",29.756389,-99.2482849
E330000US0699941740,"San Diego-Chula Vista-Carlsbad, CA CFS Area; California",33.0236041,-116.7761174
E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",38.5251824,-122.9261095
E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",31.7495633,-81.7428697
E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",46.5800714,-122.3774443
E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Illinois",38.885924,-89.4365916
E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",38.4130031,-91.072832
E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",28.5559951,-82.5259685
E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",41.000217,-83.6659471
E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",32.128038,-111.7836574
E330000US4053800000,"Tulsa-Muskogee-Bartlesville, OK CFS Area; Oklahoma",35.6175506,-95.3839106
E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",21.4613654,-158.201974
E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",37.1283599,-76.3035337
E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",38.9042474,-77.0165167
E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",38.5227191,-76.5297621
E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",38.4230836,-77.4580475
E330000US2055600000,"Wichita-Winfield, KS CFS Area; Kansas",37.2345068,-96.8372468
